wave(um),Re(n),Im(n),eps1,eps2
0.533,0.3212933388545639,2.9388512009598142,-8.533616971790629,1.888466629506245
0.534,0.3204311633825328,2.9491250648958576,-8.594662517930313,1.8899831510103358
0.535,0.31959019614940604,2.959375868331297,-8.655767636586805,1.891575028479639
0.536,0.3187700183424898,2.96960387060739,-8.716932823732321,1.8932413606068965
0.537,0.3179702223725866,2.9798093278482223,-8.778158568015602,1.8949812692076127
0.538,0.31719041150433525,2.9899924929671298,-8.839445350849502,1.8967938984782364
0.539,0.3164301995009295,3.0001536156765427,-8.900793646500833,1.8986784142839241
0.54,0.31568921028254654,3.0102929425009526,-8.962203922182226,1.9006340034744937
0.541,0.31496707759791875,3.020410716792661,-9.023676638145382,1.9026598732272393
0.542,0.314263444708451,3.0305071787500686,-9.08521224777568,1.9047552504153717
0.543,0.3135779640843372,3.040582565438216,-9.146811197687565,1.9069193810008906
0.544,0.3129102971121669,3.0506371108113566,-9.208473927820638,1.90915152945077
0.545,0.3122601138135213,3.060671045737348,-9.270200871536117,1.911450978175384
0.546,0.3116270925740726,3.070684598023646,-9.33199245571347,1.9138170269881816
0.547,0.3110109198827614,3.080677992444746,-9.39384910084707,1.9162489925856359
0.548,0.31041129008060564,3.0906514507708756,-9.455771221142612,1.9187462080465658
0.549,0.3098279051187346,3.100605191797809,-9.517759224613267,1.9213080223499728
0.55,0.30926047432526327,3.1105394313776453,-9.579813513175276,1.9239337999105695
0.551,0.30870871418063794,3.120454382450429,-9.641934482743027,1.9266229201312246
0.552,0.30817234810109684,3.1303502550765088,-9.70412252332342,1.9293747769715894
0.553,0.3076511062298942,3.1402272564694877,-9.766378019109407,1.932188778532201
0.554,0.30714472523599873,3.1500855910297076,-9.828701348572686,1.935064346653399
0.555,0.3066529481199376,3.1599254603781626,-9.891092884555494,1.9380009165284258
0.556,0.3061755240264793,3.1697470633907368,-9.95355299436131,1.9409979363301035
0.557,0.3057122080639193,3.1795505962327293,-10.016082039844589,1.9440548668505147
0.558,0.30526276112965695,3.189336252393566,-10.078680377499333,1.9471711811531471
0.559,0.30482694974184493,3.199104222721645,-10.141348358546542,1.9503463642369865
0.56,0.30440454587683474,3.2088546954592734,-10.204086329020544,1.9535799127120574
0.561,0.30399532681222446,3.2185878562776087,-10.26689462985402,1.9568713344859405
0.562,0.30359907497525385,3.228303888311593,-10.329773596961921,1.9602201484608317
0.563,0.30321557779635033,3.2380029721948147,-10.392723561324079,1.9636258842407053
0.564,0.30284462756763,3.247685286094265,-10.455744849066612,1.9670880818481815
0.565,0.302486021306142,3.257351005744951,-10.518837781542025,1.9706062914507032
0.566,0.302139560621693,3.2670003044843394,-10.582002675408098,1.974180073095667
0.567,0.3018050515890525,3.276633353286597,-10.6452398427055,1.9778089964541419
0.568,0.3014823046243973,3.2862503207965936,-10.708549590934076,1.9814926405728426
0.569,0.3011711343658033,3.2958513733636696,-10.771932223128003,1.9852305936340495
0.57,0.3008713595576523,3.3054366750751103,-10.83538803792953,1.9890224527231508
0.571,0.3005828029388044,3.3150063877893428,-10.898917329661598,1.9928678236035253
0.572,0.30030529113437526,3.324560671168817,-10.96252038839915,1.9967663204984873
0.573,0.30003865455100465,3.33409968271256,-11.026197500039215,2.0007175658800187
0.574,0.2997827272754845,3.3436235777884002,-11.089948946369773,2.004721190264041
0.575,0.2995373469765986,3.3531325096648414,-11.15377500513746,2.0087768320119817
0.576,0.2993023548100873,3.3626266295425724,-11.217675950113978,2.012884137138399
0.577,0.2990775953266014,3.3721060865856134,-11.281652051161398,2.0170427591244393
0.578,0.29886291638254014,3.381571027952089,-11.345703574296273,2.0212523587369295
0.579,0.29865816905367687,3.391021598824619,-11.409830781752582,2.0255126038528735
0.58,0.29846320755146427,3.400457942440326,-11.47403393204359,2.0298231692891866
0.581,0.29827788914191317,3.409880200120446,-11.538313280022495,2.0341837366374547
0.582,0.29810207406697636,3.4192885112995497,-11.602669076942059,2.0385939941035542
0.583,0.2979356254683349,3.4286830135543753,-11.667101570513106,2.043053636351959
0.584,0.29777840931349703,3.4380638426322516,-11.731611004961966,2.0475623643545653
0.585,0.29763029432413196,3.447431132479128,-11.796197621086854,2.0521198852438736
0.586,0.29749115190656555,3.456785015267205,-11.860861656313192,2.0567259121703874
0.587,0.29736085608436114,3.4661256214221714,-11.925603344748009,2.061380164164075
0.588,0.2972392834329108,3.475453079650033,-11.99042291723319,2.0660823659997556
0.589,0.2971263130159521,3.484767516963554,-12.05532060139788,2.070832248066274
0.59,0.29702182632398694,3.4940690587082943,-12.12029662170983,2.075629546239343
0.591,0.29692570721448247,3.503357828588262,-12.18535119952584,2.080474001757924
0.592,0.2968378418538393,3.51263394869117,-12.250484553141275,2.0853653611040324
0.593,0.29675811866103974,3.5218975395133048,-12.31569689783863,2.090303375885833
0.594,0.2966864282529358,3.531148719984007,-12.380988445935206,2.095287802723962
0.595,0.29662266339109866,3.5403876074897807,-12.446359406829984,2.1003184031409172
0.596,0.2965667189302151,3.5496143178980044,-12.511809987049482,2.105394943453449
0.597,0.2965184917679387,3.558828965580286,-12.577340390292916,2.1105171946678465
0.598,0.29647788079618187,3.5680316634354385,-12.642950817476466,2.115684932378028
0.599,0.2964447868537669,3.577222522912079,-12.708641466776685,2.120897936666331
0.6,0.29641911268043236,3.5864016540308827,-12.774412533673196,2.1261559920069355
0.601,0.29640076287211065,3.5955691654064617,-12.84026421099055,2.1314588871718314
0.602,0.2963896438374678,3.6047251642688964,-12.906196688939321,2.1368064151392385
0.603,0.2963856637556377,3.613869756484914,-12.97221015515646,2.142198373004414
0.604,0.29638873253513176,3.623003046578723,-13.038304794744924,2.1476345618927706
0.605,0.29639876177387764,3.632125137752503,-13.10448079031255,2.153114786875231
0.606,0.29641566472036057,3.641236131906558,-13.170738322010218,2.158638856885748
0.607,0.2964393562358095,3.6503361296591423,-13.237077567569385,2.16420658464094
0.608,0.29646975275742327,3.6594252303659496,-13.303498702338835,2.1698177865617425
0.609,0.29650677226259,3.668503532139289,-13.37000189932086,2.1754722826970543
0.61,0.29655033423405425,3.677571131866935,-13.43658732920672,2.1811698966492954
0.611,0.29660035962604453,3.6866281252306705,-13.503255160411511,2.1869104555018195
0.612,0.2966567708312834,3.695674606724511,-13.570005559108322,2.192693789748133
0.613,0.296719491648876,3.704710669672639,-13.636838689261928,2.198519733222866
0.614,0.29678844725306075,3.7137364062470266,-13.703754712661697,2.2043881230344384
0.615,0.29686356416277204,3.722751907484766,-13.770753788954039,2.2102987994993746
0.616,0.29694477021200266,3.731757263305117,-13.837836075674234,2.216251606078221
0.617,0.2970319945209454,3.7407525625262643,-13.905001728277721,2.222246389313022
0.618,0.2971251674678761,3.7497378928817833,-13.972250900170705,2.2282829987662804
